station_name,line_name
浦幌,JR根室本線(新得～釧路)
上厚内,JR根室本線(新得～釧路)
厚内,JR根室本線(新得～釧路)
直別,JR根室本線(新得～釧路)
尺別,JR根室本線(新得～釧路)
音別,JR根室本線(新得～釧路)
古瀬,JR根室本線(新得～釧路)
白糠,JR根室本線(新得～釧路)
西庶路,JR根室本線(新得～釧路)
庶路,JR根室本線(新得～釧路)
大楽毛,JR根室本線(新得～釧路)
新大楽毛,JR根室本線(新得～釧路)
新富士,JR根室本線(新得～釧路)
釧路,JR根室本線(新得～釧路)
釧路,花咲線
東釧路,花咲線
武佐,花咲線
別保,花咲線
上尾幌,花咲線
尾幌,花咲線
門静,花咲線
厚岸,花咲線
糸魚沢,花咲線
茶内,花咲線
浜中,花咲線
姉別,花咲線
厚床,花咲線
初田牛,花咲線
別当賀,花咲線
落石,花咲線
昆布盛,花咲線
西和田,花咲線
花咲,花咲線
東根室,花咲線
根室,花咲線
苫小牧,JR千歳線
沼ノ端,JR千歳線
植苗,JR千歳線
美々,JR千歳線
新千歳空港,JR千歳線
南千歳,JR千歳線
千歳,JR千歳線
長都,JR千歳線
サッポロビール庭園,JR千歳線
恵庭,JR千歳線
恵み野,JR千歳線
島松,JR千歳線
北広島,JR千歳線
上野幌,JR千歳線
新札幌,JR千歳線
平和,JR千歳線
白石,JR千歳線
苗穂,JR千歳線
札幌,JR千歳線
南千歳,JR石勝線
追分,JR石勝線
東追分,JR石勝線
川端,JR石勝線
滝ノ上,JR石勝線
十三里,JR石勝線
新夕張,JR石勝線
沼ノ沢,JR石勝線
南清水沢,JR石勝線
清水沢,JR石勝線
鹿ノ谷,JR石勝線
夕張,JR石勝線
占冠,JR石勝線
トマム,JR石勝線
新得,JR石勝線
苫小牧,JR日高本線
勇払,JR日高本線
浜厚真,JR日高本線
浜田浦,JR日高本線
鵡川,JR日高本線
汐見,JR日高本線
富川,JR日高本線
日高門別,JR日高本線
豊郷,JR日高本線
清畠,JR日高本線
厚賀,JR日高本線
大狩部,JR日高本線
節婦,JR日高本線
新冠,JR日高本線
静内,JR日高本線
静内海水浴場,JR日高本線
東静内,JR日高本線
春立,JR日高本線
日高東別,JR日高本線
日高三石,JR日高本線
蓬栄,JR日高本線
本桐,JR日高本線
荻伏,JR日高本線
絵笛,JR日高本線
浦河,JR日高本線
東町,JR日高本線
日高幌別,JR日高本線
鵜苫,JR日高本線
西様似,JR日高本線
様似,JR日高本線
札幌,JR札沼線
桑園,JR札沼線
八軒,JR札沼線
新川,JR札沼線
新琴似,JR札沼線
太平,JR札沼線
百合が原,JR札沼線
篠路,JR札沼線
拓北,JR札沼線
あいの里教育大,JR札沼線
あいの里公園,JR札沼線
ロイズタウン,JR札沼線
太美,JR札沼線
当別,JR札沼線
北海道医療大学,JR札沼線
石狩金沢,JR札沼線
本中小屋,JR札沼線
中小屋,JR札沼線
月ケ岡,JR札沼線
知来乙,JR札沼線
石狩月形,JR札沼線
豊ケ岡,JR札沼線
札比内,JR札沼線
晩生内,JR札沼線
札的,JR札沼線
浦臼,JR札沼線
鶴沼,JR札沼線
於札内,JR札沼線
南下徳富,JR札沼線
下徳富,JR札沼線
新十津川,JR札沼線
深川,JR留萌本線
北一已,JR留萌本線
秩父別,JR留萌本線
北秩父別,JR留萌本線
石狩沼田,JR留萌本線
真布,JR留萌本線
恵比島,JR留萌本線
峠下,JR留萌本線
幌糠,JR留萌本線
藤山,JR留萌本線
大和田,JR留萌本線
留萌,JR留萌本線
瀬越,JR留萌本線
浜中海水浴場,JR留萌本線
礼受,JR留萌本線
阿分,JR留萌本線
信砂,JR留萌本線
舎熊,JR留萌本線
朱文別,JR留萌本線
箸別,JR留萌本線
増毛,JR留萌本線
旭川,JR富良野線
神楽岡,JR富良野線
緑が丘,JR富良野線
西御料,JR富良野線
西瑞穂,JR富良野線
西神楽,JR富良野線
西聖和,JR富良野線
千代ケ岡,JR富良野線
北美瑛,JR富良野線
美瑛,JR富良野線
美馬牛,JR富良野線
上富良野,JR富良野線
西中,JR富良野線
ラベンダー畑,JR富良野線
中富良野,JR富良野線
鹿討,JR富良野線
学田,JR富良野線
富良野,JR富良野線
旭川,JR宗谷本線
旭川四条,JR宗谷本線
新旭川,JR宗谷本線
永山,JR宗谷本線
北永山,JR宗谷本線
南比布,JR宗谷本線
比布,JR宗谷本線
北比布,JR宗谷本線
蘭留,JR宗谷本線
塩狩,JR宗谷本線
和寒,JR宗谷本線
東六線,JR宗谷本線
剣淵,JR宗谷本線
北剣淵,JR宗谷本線
士別,JR宗谷本線
下士別,JR宗谷本線
多寄,JR宗谷本線
瑞穂,JR宗谷本線
風連,JR宗谷本線
名寄高校,JR宗谷本線
名寄,JR宗谷本線
日進,JR宗谷本線
北星,JR宗谷本線
智恵文,JR宗谷本線
智北,JR宗谷本線
南美深,JR宗谷本線
美深,JR宗谷本線
初野,JR宗谷本線
紋穂内,JR宗谷本線
恩根内,JR宗谷本線
豊清水,JR宗谷本線
天塩川温泉,JR宗谷本線
咲来,JR宗谷本線
音威子府,JR宗谷本線
筬島,JR宗谷本線
佐久,JR宗谷本線
天塩中川,JR宗谷本線
歌内,JR宗谷本線
問寒別,JR宗谷本線
糠南,JR宗谷本線
雄信内,JR宗谷本線
安牛,JR宗谷本線
南幌延,JR宗谷本線
上幌延,JR宗谷本線
幌延,JR宗谷本線
下沼,JR宗谷本線
豊富,JR宗谷本線
徳満,JR宗谷本線
兜沼,JR宗谷本線
勇知,JR宗谷本線
抜海,JR宗谷本線
南稚内,JR宗谷本線
稚内,JR宗谷本線
旭川,JR石北本線
旭川四条,JR石北本線
新旭川,JR石北本線
南永山,JR石北本線
東旭川,JR石北本線
北日ノ出,JR石北本線
桜岡,JR石北本線
当麻,JR石北本線
将軍山,JR石北本線
伊香牛,JR石北本線
愛別,JR石北本線
中愛別,JR石北本線
愛山,JR石北本線
安足間,JR石北本線
東雲,JR石北本線
上川,JR石北本線
上白滝,JR石北本線
白滝,JR石北本線
旧白滝,JR石北本線
下白滝,JR石北本線
丸瀬布,JR石北本線
瀬戸瀬,JR石北本線
遠軽,JR石北本線
安国,JR石北本線
生野,JR石北本線
生田原,JR石北本線
金華,JR石北本線
西留辺蘂,JR石北本線
留辺蘂,JR石北本線
相内,JR石北本線
東相内,JR石北本線
西北見,JR石北本線
北見,JR石北本線
柏陽,JR石北本線
愛し野,JR石北本線
端野,JR石北本線
緋牛内,JR石北本線
美幌,JR石北本線
西女満別,JR石北本線
女満別,JR石北本線
呼人,JR石北本線
網走,JR石北本線
網走,JR釧網本線
桂台,JR釧網本線
鱒浦,JR釧網本線
藻琴,JR釧網本線
北浜,JR釧網本線
原生花園,JR釧網本線
浜小清水,JR釧網本線
止別,JR釧網本線
知床斜里,JR釧網本線
中斜里,JR釧網本線
南斜里,JR釧網本線
清里町,JR釧網本線
札弦,JR釧網本線
緑,JR釧網本線
川湯温泉,JR釧網本線
美留和,JR釧網本線
摩周,JR釧網本線
南弟子屈,JR釧網本線
磯分内,JR釧網本線
標茶,JR釧網本線
五十石,JR釧網本線
茅沼,JR釧網本線
塘路,JR釧網本線
細岡,JR釧網本線
釧路湿原,JR釧網本線
遠矢,JR釧網本線
東釧路,JR釧網本線
釧路,JR釧網本線
中小国,JR海峡線
奥津軽いまべつ,JR海峡線
竜飛海底,JR海峡線
吉岡海底,JR海峡線
知内,JR海峡線
木古内,JR海峡線
江差,JR江差線
上ノ国,JR江差線
中須田,JR江差線
桂岡,JR江差線
宮越,JR江差線
湯ノ岱,JR江差線
神明,JR江差線
吉堀,JR江差線
渡島鶴岡,JR江差線
八戸,JR東北本線(八戸～青森)
新庄,JR奥羽本線(新庄～青森)
泉田,JR奥羽本線(新庄～青森)
羽前豊里,JR奥羽本線(新庄～青森)
真室川,JR奥羽本線(新庄～青森)
釜淵,JR奥羽本線(新庄～青森)
大滝,JR奥羽本線(新庄～青森)
及位,JR奥羽本線(新庄～青森)
院内,JR奥羽本線(新庄～青森)
横堀,JR奥羽本線(新庄～青森)
三関,JR奥羽本線(新庄～青森)
上湯沢,JR奥羽本線(新庄～青森)
湯沢,JR奥羽本線(新庄～青森)
下湯沢,JR奥羽本線(新庄～青森)
十文字,JR奥羽本線(新庄～青森)
醍醐,JR奥羽本線(新庄～青森)
柳田,JR奥羽本線(新庄～青森)
横手,JR奥羽本線(新庄～青森)
後三年,JR奥羽本線(新庄～青森)
飯詰,JR奥羽本線(新庄～青森)
大曲,JR奥羽本線(新庄～青森)
神宮寺,JR奥羽本線(新庄～青森)
刈和野,JR奥羽本線(新庄～青森)
峰吉川,JR奥羽本線(新庄～青森)
羽後境,JR奥羽本線(新庄～青森)
大張野,JR奥羽本線(新庄～青森)
和田,JR奥羽本線(新庄～青森)
四ツ小屋,JR奥羽本線(新庄～青森)
秋田,JR奥羽本線(新庄～青森)
泉外旭川,JR奥羽本線(新庄～青森)
土崎,JR奥羽本線(新庄～青森)
上飯島,JR奥羽本線(新庄～青森)
追分,JR奥羽本線(新庄～青森)
大久保,JR奥羽本線(新庄～青森)
羽後飯塚,JR奥羽本線(新庄～青森)
井川さくら,JR奥羽本線(新庄～青森)
八郎潟,JR奥羽本線(新庄～青森)
鯉川,JR奥羽本線(新庄～青森)
鹿渡,JR奥羽本線(新庄～青森)
森岳,JR奥羽本線(新庄～青森)
北金岡,JR奥羽本線(新庄～青森)
東能代,JR奥羽本線(新庄～青森)
鶴形,JR奥羽本線(新庄～青森)
富根,JR奥羽本線(新庄～青森)
二ツ井,JR奥羽本線(新庄～青森)
前山,JR奥羽本線(新庄～青森)
鷹ノ巣,JR奥羽本線(新庄～青森)
糠沢,JR奥羽本線(新庄～青森)
早口,JR奥羽本線(新庄～青森)
下川沿,JR奥羽本線(新庄～青森)
大館,JR奥羽本線(新庄～青森)
白沢,JR奥羽本線(新庄～青森)
陣場,JR奥羽本線(新庄～青森)
津軽湯の沢,JR奥羽本線(新庄～青森)
碇ケ関,JR奥羽本線(新庄～青森)
長峰,JR奥羽本線(新庄～青森)
大鰐温泉,JR奥羽本線(新庄～青森)
石川,JR奥羽本線(新庄～青森)
弘前,JR奥羽本線(新庄～青森)
撫牛子,JR奥羽本線(新庄～青森)
川部,JR奥羽本線(新庄～青森)
北常盤,JR奥羽本線(新庄～青森)
浪岡,JR奥羽本線(新庄～青森)
大釈迦,JR奥羽本線(新庄～青森)
鶴ケ坂,JR奥羽本線(新庄～青森)
津軽新城,JR奥羽本線(新庄～青森)
新青森,JR奥羽本線(新庄～青森)
青森,JR奥羽本線(新庄～青森)
野辺地,はまなすベイライン大湊線
北野辺地,はまなすベイライン大湊線
有戸,はまなすベイライン大湊線
吹越,はまなすベイライン大湊線
陸奥横浜,はまなすベイライン大湊線
有畑,はまなすベイライン大湊線
近川,はまなすベイライン大湊線
金谷沢,はまなすベイライン大湊線
赤川,はまなすベイライン大湊線
下北,はまなすベイライン大湊線
大湊,はまなすベイライン大湊線
東能代,JR五能線
能代,JR五能線
向能代,JR五能線
北能代,JR五能線
鳥形,JR五能線
沢目,JR五能線
東八森,JR五能線
八森,JR五能線
滝ノ間,JR五能線
あきた白神,JR五能線
岩館,JR五能線
大間越,JR五能線
白神岳登山口,JR五能線
松神,JR五能線
十二湖,JR五能線
陸奥岩崎,JR五能線
陸奥沢辺,JR五能線
ウェスパ椿山,JR五能線
艫作,JR五能線
横磯,JR五能線
深浦,JR五能線
広戸,JR五能線
追良瀬,JR五能線
驫木,JR五能線
風合瀬,JR五能線
大戸瀬,JR五能線
千畳敷,JR五能線
北金ケ沢,JR五能線
陸奥柳田,JR五能線
陸奥赤石,JR五能線
鰺ケ沢,JR五能線
鳴沢,JR五能線
越水,JR五能線
陸奥森田,JR五能線
中田,JR五能線
木造,JR五能線
五所川原,JR五能線
陸奥鶴田,JR五能線
鶴泊,JR五能線
板柳,JR五能線
林崎,JR五能線
藤崎,JR五能線
川部,JR五能線
青森,JR津軽線
油川,JR津軽線
津軽宮田,JR津軽線
奥内,JR津軽線
左堰,JR津軽線
後潟,JR津軽線
中沢,JR津軽線
蓬田,JR津軽線
郷沢,JR津軽線
瀬辺地,JR津軽線
蟹田,JR津軽線
中小国,JR津軽線
大平,JR津軽線
津軽二股,JR津軽線
大川平,JR津軽線
今別,JR津軽線
津軽浜名,JR津軽線
三厩,JR津軽線
八戸,JR八戸線
長苗代,JR八戸線
本八戸,JR八戸線
小中野,JR八戸線
陸奥湊,JR八戸線
白銀,JR八戸線
鮫,JR八戸線
プレイピア白浜,JR八戸線
陸奥白浜,JR八戸線
種差海岸,JR八戸線
大久喜,JR八戸線
金浜,JR八戸線
大蛇,JR八戸線
階上,JR八戸線
角の浜,JR八戸線
平内,JR八戸線
種市,JR八戸線
玉川,JR八戸線
宿戸,JR八戸線
陸中八木,JR八戸線
有家,JR八戸線
陸中中野,JR八戸線
侍浜,JR八戸線
陸中夏井,JR八戸線
久慈,JR八戸線
茂市,JR岩泉線
岩手刈屋,JR岩泉線
中里,JR岩泉線
岩手和井内,JR岩泉線
押角,JR岩泉線
岩手大川,JR岩泉線
浅内,JR岩泉線
二升石,JR岩泉線
岩泉,JR岩泉線
一ノ関,ドラゴンレール大船渡線
真滝,ドラゴンレール大船渡線
陸中門崎,ドラゴンレール大船渡線
岩ノ下,ドラゴンレール大船渡線
陸中松川,ドラゴンレール大船渡線
猊鼻渓,ドラゴンレール大船渡線
柴宿,ドラゴンレール大船渡線
摺沢,ドラゴンレール大船渡線
千厩,ドラゴンレール大船渡線
小梨,ドラゴンレール大船渡線
矢越,ドラゴンレール大船渡線
折壁,ドラゴンレール大船渡線
新月,ドラゴンレール大船渡線
気仙沼,ドラゴンレール大船渡線
鹿折唐桑,ドラゴンレール大船渡線
上鹿折,ドラゴンレール大船渡線
陸前矢作,ドラゴンレール大船渡線
竹駒,ドラゴンレール大船渡線
陸前高田,ドラゴンレール大船渡線
脇ノ沢,ドラゴンレール大船渡線
小友,ドラゴンレール大船渡線
細浦,ドラゴンレール大船渡線
下船渡,ドラゴンレール大船渡線
大船渡,ドラゴンレール大船渡線
盛,ドラゴンレール大船渡線
花巻,銀河ドリームライン釜石線
似内,銀河ドリームライン釜石線
新花巻,銀河ドリームライン釜石線
小山田,銀河ドリームライン釜石線
土沢,銀河ドリームライン釜石線
晴山,銀河ドリームライン釜石線
岩根橋,銀河ドリームライン釜石線
宮守,銀河ドリームライン釜石線
柏木平,銀河ドリームライン釜石線
鱒沢,銀河ドリームライン釜石線
荒谷前,銀河ドリームライン釜石線
岩手二日町,銀河ドリームライン釜石線
綾織,銀河ドリームライン釜石線
遠野,銀河ドリームライン釜石線
青笹,銀河ドリームライン釜石線
岩手上郷,銀河ドリームライン釜石線
平倉,銀河ドリームライン釜石線
足ケ瀬,銀河ドリームライン釜石線
上有住,銀河ドリームライン釜石線
陸中大橋,銀河ドリームライン釜石線
洞泉,銀河ドリームライン釜石線
松倉,銀河ドリームライン釜石線
小佐野,銀河ドリームライン釜石線
釜石,銀河ドリームライン釜石線
北上,JR北上線
柳原,JR北上線
江釣子,JR北上線
藤根,JR北上線
立川目,JR北上線
横川目,JR北上線
岩沢,JR北上線
和賀仙人,JR北上線
ゆだ錦秋湖,JR北上線
ほっとゆだ,JR北上線
ゆだ高原,JR北上線
黒沢,JR北上線
小松川,JR北上線
平石,JR北上線
相野々,JR北上線
矢美津,JR北上線
横手,JR北上線
盛岡,JR田沢湖線
前潟,JR田沢湖線
大釜,JR田沢湖線
小岩井,JR田沢湖線
雫石,JR田沢湖線
春木場,JR田沢湖線
赤渕,JR田沢湖線
田沢湖,JR田沢湖線
刺巻,JR田沢湖線
神代,JR田沢湖線
生田,JR田沢湖線
角館,JR田沢湖線
鶯野,JR田沢湖線
羽後長野,JR田沢湖線
鑓見内,JR田沢湖線
羽後四ツ屋,JR田沢湖線
北大曲,JR田沢湖線
大曲,JR田沢湖線
好摩,十和田八幡平四季彩ライン
東大更,十和田八幡平四季彩ライン
大更,十和田八幡平四季彩ライン
平館,十和田八幡平四季彩ライン
北森,十和田八幡平四季彩ライン
松尾八幡平,十和田八幡平四季彩ライン
安比高原,十和田八幡平四季彩ライン
赤坂田,十和田八幡平四季彩ライン
小屋の畑,十和田八幡平四季彩ライン
荒屋新町,十和田八幡平四季彩ライン
横間,十和田八幡平四季彩ライン
田山,十和田八幡平四季彩ライン
兄畑,十和田八幡平四季彩ライン
湯瀬温泉,十和田八幡平四季彩ライン
八幡平,十和田八幡平四季彩ライン
陸中大里,十和田八幡平四季彩ライン
鹿角花輪,十和田八幡平四季彩ライン
柴平,十和田八幡平四季彩ライン
十和田南,十和田八幡平四季彩ライン
末広,十和田八幡平四季彩ライン
土深井,十和田八幡平四季彩ライン
沢尻,十和田八幡平四季彩ライン
十二所,十和田八幡平四季彩ライン
大滝温泉,十和田八幡平四季彩ライン
扇田,十和田八幡平四季彩ライン
東大館,十和田八幡平四季彩ライン
大館,十和田八幡平四季彩ライン
盛岡,JR山田線
上盛岡,JR山田線
山岸,JR山田線
上米内,JR山田線
大志田,JR山田線
浅岸,JR山田線
区界,JR山田線
松草,JR山田線
平津戸,JR山田線
川内,JR山田線
箱石,JR山田線
陸中川井,JR山田線
腹帯,JR山田線
茂市,JR山田線
蟇目,JR山田線
花原市,JR山田線
千徳,JR山田線
宮古,JR山田線
磯鶏,JR山田線
津軽石,JR山田線
豊間根,JR山田線
陸中山田,JR山田線
織笠,JR山田線
岩手船越,JR山田線
浪板海岸,JR山田線
吉里吉里,JR山田線
大槌,JR山田線
鵜住居,JR山田線
両石,JR山田線
釜石,JR山田線
新津,JR羽越本線
京ケ瀬,JR羽越本線
水原,JR羽越本線
神山,JR羽越本線
月岡,JR羽越本線
中浦,JR羽越本線
新発田,JR羽越本線
加治,JR羽越本線
金塚,JR羽越本線
中条,JR羽越本線
平木田,JR羽越本線
坂町,JR羽越本線
平林,JR羽越本線
岩船町,JR羽越本線
村上,JR羽越本線
間島,JR羽越本線
越後早川,JR羽越本線
桑川,JR羽越本線
今川,JR羽越本線
越後寒川,JR羽越本線
勝木,JR羽越本線
府屋,JR羽越本線
鼠ケ関,JR羽越本線
小岩川,JR羽越本線
あつみ温泉,JR羽越本線
五十川,JR羽越本線
小波渡,JR羽越本線
三瀬,JR羽越本線
羽前水沢,JR羽越本線
羽前大山,JR羽越本線
鶴岡,JR羽越本線
藤島,JR羽越本線
西袋,JR羽越本線
余目,JR羽越本線
北余目,JR羽越本線
砂越,JR羽越本線
東酒田,JR羽越本線
酒田,JR羽越本線
本楯,JR羽越本線
南鳥海,JR羽越本線
遊佐,JR羽越本線
吹浦,JR羽越本線
女鹿,JR羽越本線
小砂川,JR羽越本線
上浜,JR羽越本線
象潟,JR羽越本線
金浦,JR羽越本線
仁賀保,JR羽越本線
西目,JR羽越本線
羽後本荘,JR羽越本線
羽後岩谷,JR羽越本線
折渡,JR羽越本線
羽後亀田,JR羽越本線
岩城みなと,JR羽越本線
道川,JR羽越本線
下浜,JR羽越本線
桂根,JR羽越本線
新屋,JR羽越本線
羽後牛島,JR羽越本線
秋田,JR羽越本線
追分,JR男鹿線
出戸浜,JR男鹿線
上二田,JR男鹿線
二田,JR男鹿線
天王,JR男鹿線
船越,JR男鹿線
脇本,JR男鹿線
羽立,JR男鹿線
男鹿,JR男鹿線
福島,山形線
笹木野,山形線
庭坂,山形線
赤岩,山形線
板谷,山形線
峠,山形線
大沢,山形線
関根,山形線
米沢,山形線
置賜,山形線
高畠,山形線
赤湯,山形線
中川,山形線
羽前中山,山形線
かみのやま温泉,山形線
茂吉記念館前,山形線
蔵王,山形線
山形,山形線
北山形,山形線
羽前千歳,山形線
南出羽,山形線
漆山,山形線
高擶,山形線
天童南,山形線
